Alfabet,Title,Description,Mamfaat Pemeriksaan
V,"Vitamin B1 (Thiamine),LC/MS/MS","Vitamin B adalah nutrisi yang dibutuhkan tubuh dalam jumlah kecil (mikronutrien) untuk metabolisme, produksi energi, dan untuk sel, kulit, tulang, otot, organ, dan kesehatan sistem saraf.
B1 adalah koenzim yang membantu tubuh menghasilkan energi, terlibat dalam glukosa, asam amino, dan metabolisme alkohol, dan diperlukan untuk berfungsinya sistem saraf, jantung, dan otot.",Membantu mengetahui kekurangan vitamin B1
V,VDRL/RPR,Penyakit sifilis disebabkan oleh infeksi bakteri Treponema pallidum yang paling sering ditularkan melalui kontak seksual. Pemeriksaan VDRL/RPR merupakan pemeriksaan yang paling umum untuk mendeteksi munculnya antibodi terhadap bakteri Treponema pallidum. Pemeriksaan VDRL/RPR direkomendasikan dokter bila seseorang memiliki gejala penyakit sifilis atau berisiko tinggi terkena penyakit sifilis. Pemeriksaan VDRL/RPR membutuhkan sampel berupa darah yang diambil dari pembuluh darah vena di lengan.,Menyaring atau mendiagnosis infeksi bakteri Treponema pallidum yang menyebabkan penyakit sifilis.
V,Viskositas Plasma,Viskositas darah adalah ukuran resistensi dari darah mengalir,Mendeteksi hiperviskositas terutama hiperviskositas pada periode prenatal
V,Viskositas Darah,Viskositas darah adalah ukuran resistensi dari darah mengalir,Mendeteksi hiperviskositas terutama hiperviskositas pada periode prenatal
V,Virus Zika (ZIKV),"Virus Zika adalah virus yang penyebarannya terjadi melalui perantara gigitan nyamuk, terutama spesies Aedes aegypti.  Zika dapat memicu kelumpuhan (Sindrom Guillain-Barré). Pada wanita hamil, ini dapat menyebabkan cacat pada anak yang dilahirkan",Mendeteksi infeksi virus Zika
V,Very Long Chain Fatty Acids,"-Asam Lemak Rantai Sangat Panjang (VLCFAs), asam Phytanic dan asam Pristanic dimetabolisme oleh Peroxisomes. Cacat pada jalur ini biasanya mengakibatkan akumulasi jaringan dan cairan tubuh dari satu atau lebih metabolit yang berasal dari langkah metabolisme yang tersumbat. Tes ini digunakan untuk diagnosis diferensial gangguan peroxisomal seperti biogenesis peroxisomal spektrum Zellweger, Adrenoleukodystrophy terkait-X & ALD 2-XD dan bentuk dewasa dari Adrenomieloneuropati (X-AMN), penyakit Refsum (defisiensi Phytanoyl-CoA hydroxylase & 2-defisiensi) ) -methylacyl-CoA racemase","Diagnosis Adrenoleukodystrophy (X-ALD) adalah kelainan genetik progresif serius yang memengaruhi kelenjar adrenal, sumsum tulang belakang, dan materi putih sistem saraf."
V,Vitamin A (Retinol),"Vitamin A adalah nutrisi penting yang diperlukan untuk penglihatan yang sehat, pertumbuhan dan integritas kulit, pembentukan tulang, fungsi kekebalan tubuh, dan perkembangan embrio.",Membantu diagnosa kekurangan vitamin A
V,Vitamin A & E,"Pemeriksaan vitamin A dan E mendeteksi konsentrasi vitamin A dan E yang beredar di dalam darah dengan menggunakan metode high-perfomance liquid chromatography (HPLC). Vitamin A adalah nutrisi penting yang diperlukan untuk penglihatan (mata), kulit yang sehat, pertumbuhan tulang dan gigi, serta sistem kekebalan tubuh; sedangkan vitamin E adalah nutrisi penting yang berperan dalam perawatan biomembran, sistem pembuluh darah, dan menyediakan antioksidan untuk melindungi vitamin A. Defisiensi vitamin A dan E dapat menyebabkan gangguan pada tubuh, namun sebaliknya vitamin A dan E dalam jumlah berlebih juga tidak kalah berbahaya bagi tubuh karena dapat bersifat toksik.",Mendeteksi defisiensi atau toksisitas vitamin A dan E
V,"VDRL, CSF",,Silahkan cek email anda untuk mendapatkan kata sandi baru
V,VASCULArisk (add on),VASCULArisk (add on) merupakan pemeriksaan VASCULArisk untuk pasien yang sudah pernah melakukan pemeriksaan genomik lainnya di Prodia,"1. Mengetahui risiko secara genetik terhadap penyakit kardiovaskular  (atrial fibrilasi, penyakit jantung koroner, serangan jatung) dan cerebrovaskular (stroke, Intrakranial aneurisme) serta kondisi yang terkait dengan penyakit tersebut (tekanan darah tinggi, familial hiperkolesterolemia, obesitas) lebih personal.
2. Dengan mengetahui risiko penyakit-penyakit tersebut klinisi dapat menetukan strategi untuk pencegahan dengan melakukan perubahan gaya hidup dan atau pengobatan jika diperlukan dengan lebih personal.
3. Pemeriksaan VASCULArisk merupakan langkah awal untuk terhidar dari penyakit-penyakit kardiovaskular dan serebrovaskular"
V,Varicella Zoster Virus IgM ,"Varicella atau yang dikenal juga secara awam sebagai cacar air adalah penyakit infeksi virus yang disebabkan oleh virus Varicella Zoster. Di Indonesia, penyakit ini disebut sebagai cacar air karena gelembung atau bisul yang terbentuk pada kulit apabila pecah mengeluarkan air.",Mendeteksi infeksi Varicella Zoster saat ini yang menyebabkan cacar air 
V,VASCULArisk,"VASCULArisk merupakan pemeriksaan genomik yang digunakan untuk mengidentifikasi risiko berdasarkan profil genomik seseorang terhadap penyakit kardiovaskular (atrial fibrilasi, penyakit jantung koroner, serangan jatung) dan cerebrovaskular (stroke, Intrakranial aneurisme) serta kondisi yang terkait dengan penyakit tersebut (tekanan darah tinggi, familial hiperkolesterolemia, obesitas). Pemeriksaan ini menganalisis lebih 100 varian genetik dari 90 gene berbeda. ","1. Mengetahui risiko secara genetik terhadap penyakit kardiovaskular  (atrial fibrilasi, penyakit jantung koroner, serangan jatung) dan cerebrovaskular (stroke, Intrakranial aneurisme) serta kondisi yang terkait dengan penyakit tersebut (tekanan darah tinggi, familial hiperkolesterolemia, obesitas) lebih personal.
2. Dengan mengetahui risiko penyakit-penyakit tersebut klinisi dapat menetukan strategi untuk pencegahan dengan melakukan perubahan gaya hidup dan atau pengobatan jika diperlukan dengan lebih personal.
3. Pemeriksaan VASCULArisk merupakan langkah awal untuk terhidar dari penyakit-penyakit kardiovaskular dan serebrovaskular"
V,Varicella Zoster IgG,"Varicella atau yang dikenal juga secara awam sebagai cacar air adalah penyakit infeksi virus yang disebabkan oleh virus Varicella Zoster. Di Indonesia, penyakit ini disebut sebagai cacar air karena gelembung atau bisul yang terbentuk pada kulit apabila pecah mengeluarkan air.",Mendeteksi infeksi Varicella Zoster di masa lampau yang menyebabkan cacar air 
V,Vanadium (V) Urine,Vanadium adalah logam putih keabu-abuan yang sangat umum dan tidak penting bagi manusia. Itu tidak ada dalam keadaan bebas dan sulit diperoleh dalam bentuk logam murni. Karnotit adalah mineral paling penting untuk ekstraksi vanadium. Vanadium juga ditemukan di beberapa petroleum dan bitumen.,Biomonitoring pajanan Vanadium
V,Vancomycin,"Vancomycin adalah obat golongan antibiotik yang digunakan untuk mengobati infeksi usus yang disebabkan oleh bakteri Clostridium difficile (C.diff), seperti diare, nyeri perut, dan radang usus dengan menekan pertumbuhannya. ",Pemeriksaan ini bermanfaat untuk memonitor konsentrasi metabolit Vancomycin dalam darah. 
V,Vanadium (V) Wholeblood,Vanadium adalah logam putih keabu-abuan yang sangat umum dan tidak penting bagi manusia. Itu tidak ada dalam keadaan bebas dan sulit diperoleh dalam bentuk logam murni. Karnotit adalah mineral paling penting untuk ekstraksi vanadium. Vanadium juga ditemukan di beberapa petroleum dan bitumen.,Biomonitoring pajanan Vanadium
V,"Vascular Endothelial Growth Factor (VEGF),Elisa",Pemeriksaan yang dilakukan untuk menilai evaluasi pasien dengan berbagai jenis kanker yang sedang dipertimbangkan untuk terapi anti-angiogenesis.,"- Evaluasi pasien dengan dugaan POEMS (polyneuropathy, organomegaly, endocrinopathy, monoclonal gammopathy, and skin changes), khususnya dalam membedakan dari bentuk lain dari polineuropati dan gangguan sel plasma monoklonal
 - Memantau respons terhadap pengobatan pada pasien dengan diagnosis sindrom POEMS yang diketahui"
V,Valproic Acid,"Asam valproat digunakan untuk beberapa tipe seizure yang meliputi tonic-clonic, partial seizure, complex partial seizure, myoclonic, atonic, dan mixed seizure. ","Asam valproat digunakan juga untuk beberapa kondisi psikiatrik seperti gangguan afektif bipolar dan profilaksis sakit kepala migrain. Pemeriksaan TDM Asam Valproat digunakan untuk memantau kecukupan, efikasi dan kemungkinan toksisitas. "
V,Vaksin Varicella,"Varicella atau yang dikenal juga secara awam sebagai cacar air adalah penyakit infeksi virus yang disebabkan oleh virus Varicella Zoster. Di Indonesia, penyakit ini disebut sebagai cacar air karena gelembung atau bisul yang terbentuk pada kulit apabila pecah mengeluarkan air.",Vaksin untuk mencegah infeksi Varicela zoster
V,"Vaksinasi Covid-19 (BBIBP-CorV, Sinopharm)
",,Silahkan cek email anda untuk mendapatkan kata sandi baru
V,Vaksin Thypoid,"Demam tifoid adalah penyakit yang disebabkan oleh bakteri Salmonella enterica, khususnya turunannya yaitu Salmonella typhi, ditularkan melalui makanan dan minuman yang telah tercemar oleh tinja",Vaksin ini direkomendasikan untuk mereka yang berisiko tinggi dalam pencegahan terhadap infeksi bakteri S. typhi
V,Vaksin PCV 13 - Pneumonia,,Silahkan cek email anda untuk mendapatkan kata sandi baru
V,Vaksin Herpes,Herpes zoster adalah peradangan saraf yang menyakitkan dan terkadang melemahkan yang disebabkan infeksi virus,Vaksin herpes untuk mencegah terjadinya infeksi dengan komplikasi yang fatal.
V,Vaksin Hepatitis B,"Vaksin ini berisi virus hepatitis B yang sudah dinonaktifkan, dan pemberiannya dilakukan dengan cara disuntikkan ke dalam otot lengan atas.",Mencegah infeksi hepatitis B
V,Vaksin Hepatitis A,"Vaksin ini berisi virus hepatitis A yang sudah dinonaktifkan, dan pemberiannya dilakukan dengan cara disuntikkan ke dalam otot lengan atas.",Mencegah infeksi hepatitis A
V,Vaksin Difteri,Difteri adalah suatu penyakit infeksi akut yang terjadi secara lokal pada lapisan mukosa atau kulit yang disebabkan oleh bakteri Corynebacterium dyphtheriae,Vaksin ini direkomendasikan untuk mereka yang berisiko tinggi dalam pencegahan terhadap infeksi bakteri C. dyphtheriae
V,Vaksin HPV,Vaksinasi untuk perlindungan terhadap Human Papiloma Virus,Mencegah infeksi HPV
V,Vaksin PPSV 23," Vaksinasi Pneumokokus Polisakarid (PPSV) melindungi dari 23 jenis bakteri pneumokokus, termasuk bakteri yang kemungkinan menyebabkan penyakit serius.",Vaksin ini direkomendasikan untuk mereka yang berisiko tinggi dalam pencegahan terhadap infeksi 23 jenis bakteri pneumokokus
V,Vaksin Campak,,Silahkan cek email anda untuk mendapatkan kata sandi baru
V,Vaksin Meningitis,"Vaksin meningitis mengandung antigen, yaitu zat yang merangsang sistem kekebalan tubuh untuk membentuk antibodi dan melawan bakteri penyebab meningitis. ",Vaksin untuk mencegah Meningitis
V,Vaksin Influenza Flubio,"Influenza merupakan suatu penyakit infeksi akut saluran pernapasan terutama ditandai oleh demam, menggigil, nyeri otot, sakit kepala, dan sering disertai pilek, sakit tenggorokan, dan batuk non produktif.","Vaksin ini direkomendasikan untuk mereka yang berisiko tinggi dalam pencegahan terhadap virus influenza tipe A (H1N1), tipe B (H3N2), dan tipe C"
V,Vaksin Influenza,"Influenza merupakan suatu penyakit infeksi akut saluran pernapasan terutama ditandai oleh demam, menggigil, nyeri otot, sakit kepala, dan sering disertai pilek, sakit tenggorokan, dan batuk non produktif.",Vaksin influenza untuk mencegah terjadinya infeksi dengan komplikasi yang fatal.
V,Vaksin PPSV 23 - Pneumonia," Vaksinasi Pneumokokus Polisakarid (PPSV) melindungi dari 23 jenis bakteri pneumokokus, termasuk bakteri yang kemungkinan menyebabkan penyakit serius.",Vaksin ini direkomendasikan untuk mereka yang berisiko tinggi dalam pencegahan terhadap infeksi 23 jenis bakteri pneumokokus
U,Uterus-tuba falopi kiri dan ovarium (neoplastik),"Pemeriksaan histopatologis memberikan gambaran mengenai perubahan struktur jaringan Uterus yang terjadi sebagai akibat proses inflamasi serta hubungannya dengan pengenalan akan manifestasi yang timbul.
","untuk melihat kelainan pada jaringan Uterus
"
U,Uterus-tuba falopi kanan dan ovarium (neoplastik),"Pemeriksaan histopatologis memberikan gambaran mengenai perubahan struktur jaringan Uterus yang terjadi sebagai akibat proses inflamasi serta hubungannya dengan pengenalan akan manifestasi yang timbul.
","untuk melihat kelainan pada jaringan Uterus
"
U,Uterus disertai tuba kiri dan ovarium,,Silahkan cek email anda untuk mendapatkan kata sandi baru
U,Uterus-tuba falopi dan ovarium (neoplastik),Pemeriksaan histopatologis memberikan gambaran mengenai perubahan struktur jaringan Uterus yang terjadi sebagai akibat proses inflamasi serta hubungannya dengan pengenalan akan manifestasi yang timbul.,"untuk melihat kelainan pada jaringan Uterus
"
U,Uterus disertai tuba kanan dan ovarium,,Silahkan cek email anda untuk mendapatkan kata sandi baru
U,Usia Menopause,,Silahkan cek email anda untuk mendapatkan kata sandi baru
U,Uterus disertai tuba dan ovarium,,Silahkan cek email anda untuk mendapatkan kata sandi baru
V,Vaksin Influenza Quadrivalent,,Silahkan cek email anda untuk mendapatkan kata sandi baru
U,USG Vascular Kaki Kiri,"Kaki memiliki dua pasang pembuluh vena, yaitu pembuluh vena superfisial yang terletak tepat di bawah kulit dan pembuluh vena yang dalam dan terletak di bawah otot. Pembuluh vena ini berperan untuk mendorong darah ke arah jantung dan mencegahnya kembali lagi.
","""Pemeriksaan Leg Venous Doppler bertujuan untuk memastikan tiga kemungkinan yang menganggu sirkulasi darah yang normal.
1. Thrombophlebitis (peradangan) pembuluh vena superfisial 
2. Thrombosis (gumpalan darah) di Pembuluh vena Dalam (DVT) 
3. Lemahnya Pembuluh Vena ""
"
U,USG Upper Abdomen,"Teknik diagnostik pencitraan yang menggunakan gelombang suara dengan frekuensi >20.000 Hz
","""Untuk mendeteksi perubahan pada organ, jaringan, dan pembuluh darah atau mendeteksi massa abnormal, 
seperti tumor dari organ dan struktur lain di daerah abdomen atas (perut atas)""
"
U,USG Tiroid,"Pemeriksaan ultrasonografi pada tiroid.
","untuk melihat adanya kelainan pada tiroid
"
U,USG Transvaginal,"USG transvaginal adalah prosedur pencitraan menggunakan gelombang suara yang dipancarkan melalui vagina untuk memeriksa organ reproduksi wanita, meliputi rahim, saluran telur, indung telur, leher rahim, dan vagina. USG jenis ini termasuk pemeriksaan internal, karena akan memasukkan alat USG yang menyerupai tongkat sepanjang 5-7 cm ke dalam vagina.","untuk memeriksa organ reproduksi wanita, meliputi rahim, saluran telur, indung telur, leher rahim, dan vagina.
"
U,USG Vascular Kaki Kanan,"Kaki memiliki dua pasang pembuluh vena, yaitu pembuluh vena superfisial yang terletak tepat di bawah kulit dan pembuluh vena yang dalam dan terletak di bawah otot. Pembuluh vena ini berperan untuk mendorong darah ke arah jantung dan mencegahnya kembali lagi.
","""Pemeriksaan Leg Venous Doppler bertujuan untuk memastikan tiga kemungkinan yang menganggu sirkulasi darah yang normal.
1. Thrombophlebitis (peradangan) pembuluh vena superfisial 
2. Thrombosis (gumpalan darah) di Pembuluh vena Dalam (DVT) 
3. Lemahnya Pembuluh Vena ""
"
U,USG Tractus Urinarius,"USG   traktus   urinarius   adalah   pemeriksaan organ-organ traktus urinarius: ginjal, ureter dan vesika urinaria serta prostat dengan menggunakan gelombang ultrasound.
","""1. Pemeriksaan ini untuk memperlihatkan struktur anatomi organ-organ traktus urinarius: ginjal, ureter dan vesika urinaria serta prostat.
2. Mengetahui kelainan kongenital, keganasan, trauma, infeksi, batu  pada traktus urinarius, dan pembesaran prostat.""
"
U,USG Whole Abdomen,Teknik diagnostik pencitraan yang menggunakan gelombang suara dengan frekuensi >20.000 Hz,"Untuk mendeteksi perubahan pada organ, jaringan, dan pembuluh darah atau mendeteksi massa abnormal, 
seperti tumor dari organ dan struktur lain di daerah abdomen (perut)"
U,USG Thorax,"Ultrasonografi (USG) adalah modalitas pemeriksaan radiologi yang menggunakan gelombang ultrasound, yaitu gelombang suara di atas ambang dengar manusia (>20.000 Hz). Pemeriksaan ini dilakukan di toraks.
","untuk menggambarkan dinding toraks, pleura dan jaringan paru yang berbatasan dengan pleura. 
"
U,USG Testis,"Pemeriksaan ultrasonografi pada testis.
","untuk melihat adanya kelainan pada testis.
"
U,USG Superficial (Doppler),"Massa jaringan lunak superfisial sering terjadi pada praktik klinis. Dalam kasus beberapa massa, seperti lipoma superfisial, karakteristik pencitraan biasanya memungkinkan diagnosis pasti. 
","untuk menentukan sifat lesi massa (kistik atau padat) dan hubungan anatomisnya dengan struktur yang berdampingan.
"
U,USG Small Part,"Pemeriksaan ultrasonografi pada bagian yang kecil
","untuk melihat adanya kelainan pada bagian tubuh yg kecil
"
